Area,plot,tree,common.name,scientific.name,family.name,DBH,type,Dead,D.class,Hcom,Htot,RN,RS,RE,RW,date,UTM.Easting,UTM.Northing
TAC_A01,14,155,AMEIXA,Ximenia americana,Olacaceae,18.8,O,FALSE,NA,4.65,9.61,1.5,4.2,3.9,3.1,20141009,797898.5365,9729491.751
TAC_A01,14,156,AÇAI,Euterpe oleracea,Arecaceae,6.1,P,FALSE,NA,3.32,6.58,1,2,1,2.2,20141009,797899.7589,9729491.222
TAC_A01,14,157,AÇAI,Euterpe oleracea,Arecaceae,5,P,FALSE,NA,2.67,5.2,0.7,1.8,1,2.5,20141009,797899.8281,9729491.311
TAC_A01,14,158,AÇAI,Euterpe oleracea,Arecaceae,8.7,P,FALSE,NA,4.84,8.07,1.2,2.2,1.2,2.2,20141009,797899.6898,9729491.133
TAC_A01,15,1,CUPUAÇU,Theobroma grandiflorum,Malvaceae,19.2,O,FALSE,NA,1.54,1.58,3,2.4,3.4,2.1,20141009,798934.7132,9727963.252
TAC_A01,15,2,CUPUAÇU,Theobroma grandiflorum,Malvaceae,16.2,O,FALSE,NA,1.4,3.72,2.1,1.9,2.1,2.7,20141009,798931.747,9727966.134
TAC_A01,15,3,CUPUAÇU,Theobroma grandiflorum,Malvaceae,17.9,O,FALSE,NA,1.35,5.02,1.3,1.6,1.9,2.9,20141009,798926.0266,9727971.692
TAC_A01,15,4,CUPUAÇU,Theobroma grandiflorum,Malvaceae,22.9,O,FALSE,NA,2.06,5.8,3.6,3.3,3.4,4,20141009,798923.2017,9727974.436
TAC_A01,15,5,CUPUAÇU,Theobroma grandiflorum,Malvaceae,5.5,O,FALSE,NA,1.16,3.68,1,1,1.4,1,20141009,798920.3062,9727977.249
TAC_A01,15,6,CUPUAÇU,Theobroma grandiflorum,Malvaceae,18.5,O,FALSE,NA,1.47,5.21,1.5,2.8,2.1,3,20141009,798917.4107,9727980.062
TAC_A01,15,7,CUPUAÇU,Theobroma grandiflorum,Malvaceae,23,O,FALSE,NA,1.84,4.76,3.8,2.7,3.4,3.4,20141009,798914.7977,9727982.601
TAC_A01,15,8,CUPUAÇU,Theobroma grandiflorum,Malvaceae,24.1,O,FALSE,NA,2.65,5.03,3.1,2.7,2.7,3.4,20141009,798918.6172,9727986.481
TAC_A01,15,9,CUPUAÇU,Theobroma grandiflorum,Malvaceae,21.9,O,FALSE,NA,2.71,6.37,2.2,2.5,3.3,2.4,20141009,798921.4344,9727983.734
TAC_A01,15,10,CUPUAÇU,Theobroma grandiflorum,Malvaceae,23.4,O,FALSE,NA,2,5.64,2.7,2.8,2.7,3.2,20141009,798924.1106,9727981.124
TAC_A01,15,11,CUPUAÇU,Theobroma grandiflorum,Malvaceae,20,O,FALSE,NA,1.68,5.97,2.4,2.5,2.4,3.1,20141009,798926.9982,9727978.308
TAC_A01,15,12,CUPUAÇU,Theobroma grandiflorum,Malvaceae,20,O,FALSE,NA,1.54,4.58,2.6,1.8,3,2.8,20141009,798930.1674,9727975.217
TAC_A01,15,13,CUPUAÇU,Theobroma grandiflorum,Malvaceae,14.5,O,FALSE,NA,0.99,1.48,0.3,1.3,1.4,0.2,20141009,798932.8437,9727972.607
TAC_A01,15,14,CUPUAÇU,Theobroma grandiflorum,Malvaceae,18.8,O,FALSE,NA,1.89,3.17,1.7,2.7,2.4,2.2,20141009,798935.8017,9727969.723
TAC_A01,15,15,CUPUAÇU,Theobroma grandiflorum,Malvaceae,15,O,FALSE,NA,0.96,3.72,1,1.6,1.2,1.2,20141009,798938.6188,9727966.976
TAC_A01,15,16,CUPUAÇU,Theobroma grandiflorum,Malvaceae,22.6,O,FALSE,NA,2.03,6.42,2.2,2.7,2.5,3.6,20141009,798943.2894,9727971.765
TAC_A01,15,17,CUPUAÇU,Theobroma grandiflorum,Malvaceae,19,O,FALSE,NA,2.81,5.58,2.5,2,2.4,3.2,20141009,798940.2714,9727974.722
TAC_A01,15,18,CUPUAÇU,Theobroma grandiflorum,Malvaceae,19.3,O,FALSE,NA,1.79,5.4,3,3.4,3.2,2.5,20141009,798937.3236,9727977.611
TAC_A01,15,19,CUPUAÇU,Theobroma grandiflorum,Malvaceae,24.3,O,FALSE,NA,1.52,4.08,2.8,2.8,2.9,3,20141009,798934.9372,9727979.949
TAC_A01,15,20,CUPUAÇU,Theobroma grandiflorum,Malvaceae,19.7,O,FALSE,NA,1.98,6.42,2.3,2.2,1.8,3.2,20141009,798931.849,9727982.975
TAC_A01,15,21,CUPUAÇU,Theobroma grandiflorum,Malvaceae,21,O,FALSE,NA,1.57,5.54,2.4,2.4,2.9,2.8,20141009,798928.9011,9727985.863
TAC_A01,15,22,CUPUAÇU,Theobroma grandiflorum,Malvaceae,20.3,O,FALSE,NA,2.27,5.72,2.9,2.6,2.3,2.7,20141009,798926.3042,9727988.408
TAC_A01,15,23,CUPUAÇU,Theobroma grandiflorum,Malvaceae,21.1,O,FALSE,NA,1.18,4.11,2,1.3,2,1.6,20141009,798923.3564,9727991.296
TAC_A01,15,24,CUPUAÇU,Theobroma grandiflorum,Malvaceae,7,O,FALSE,NA,1.07,3.73,1,1.3,1.1,1.2,20141009,798928.0224,9727995.617
TAC_A01,15,25,CUPUAÇU,Theobroma grandiflorum,Malvaceae,18.2,O,FALSE,NA,1.96,4.78,1.7,2,2,1.8,20141009,798933.407,9727989.612
TAC_A01,15,26,CUPUAÇU,Theobroma grandiflorum,Malvaceae,14.5,O,FALSE,NA,1.57,3.74,1.7,1.6,1.6,2,20141009,798936.1362,9727986.927
TAC_A01,15,27,CUPUAÇU,Theobroma grandiflorum,Malvaceae,18.6,O,FALSE,NA,1.26,3.67,2.5,2.6,2.5,1.9,20141009,798939.0053,9727984.104
TAC_A01,15,28,CUPUAÇU,Theobroma grandiflorum,Malvaceae,20.6,O,FALSE,NA,1.68,4.83,2.6,2.2,1.8,2.6,20141009,798941.8044,9727981.35
TAC_A01,15,29,CUPUAÇU,Theobroma grandiflorum,Malvaceae,26.2,O,FALSE,NA,1.69,4.33,2.2,3.2,2.8,2.3,20141009,798944.6035,9727978.597
TAC_A01,15,30,CUPUAÇU,Theobroma grandiflorum,Malvaceae,19,O,FALSE,NA,1.54,3.96,2.1,2.4,2.8,1.8,20141009,798947.4726,9727975.774
TAC_A01,15,31,CUPUAÇU,Theobroma grandiflorum,Malvaceae,23.2,O,FALSE,NA,1.64,4.72,3.3,2.2,1.7,2.7,20141009,798951.6549,9727980.063
TAC_A01,15,32,CUPUAÇU,Theobroma grandiflorum,Malvaceae,12.4,O,FALSE,NA,0.53,1.58,1.4,1.8,1.5,1.7,20141009,798948.7248,9727982.958
TAC_A01,15,33,CUPUAÇU,Theobroma grandiflorum,Malvaceae,7.3,O,FALSE,NA,1.01,2.7,1,1.7,1.4,1.3,20141009,798946.0739,9727985.577
TAC_A01,15,34,CUPUAÇU,Theobroma grandiflorum,Malvaceae,15.8,O,FALSE,NA,1.37,4.28,2,2.3,2.3,2.9,20141009,798943.2834,9727988.334
TAC_A01,15,35,CUPUAÇU,Theobroma grandiflorum,Malvaceae,22.1,O,FALSE,NA,1.79,5.51,3.4,3.3,3.1,4,20141009,798940.4231,9727991.16
TAC_A01,15,36,CUPUAÇU,Theobroma grandiflorum,Malvaceae,7,O,FALSE,NA,1.94,4.01,0.8,1,1,1.2,20141009,798937.6326,9727993.917
TAC_A01,15,37,CUPUAÇU,Theobroma grandiflorum,Malvaceae,16.1,O,FALSE,NA,2.91,6.08,2.3,2.7,2.8,2.1,20141009,798934.8422,9727996.674
TAC_A01,15,38,CUPUAÇU,Theobroma grandiflorum,Malvaceae,16.2,O,FALSE,NA,2.36,5.13,1.4,1.7,1.9,1.5,20141009,798931.9819,9727999.5
TAC_A01,15,39,CUPUAÇU,Theobroma grandiflorum,Malvaceae,17.2,O,FALSE,NA,1.34,3.96,2.2,2.3,2.3,2.2,20141009,798936.225,9728003.811
TAC_A01,15,40,CUPUAÇU,Theobroma grandiflorum,Malvaceae,34.2,O,FALSE,NA,2.96,5.93,2.8,3.8,3.5,3.2,20141009,798939.0764,9728000.982
TAC_A01,15,41,CUPUAÇU,Theobroma grandiflorum,Malvaceae,16,O,FALSE,NA,2.08,4.19,2.5,2.1,2.3,1.6,20141009,798941.8583,9727998.222
TAC_A01,15,42,CUPUAÇU,Theobroma grandiflorum,Malvaceae,22.6,O,FALSE,NA,1.76,5.28,3.3,2,3.5,2,20141009,798944.6401,9727995.462
TAC_A01,15,43,CUPUAÇU,Theobroma grandiflorum,Malvaceae,19.6,O,FALSE,NA,1.65,6.13,2,2.4,2.8,3.8,20141009,798947.422,9727992.701
TAC_A01,15,44,CUPUAÇU,Theobroma grandiflorum,Malvaceae,17.7,O,FALSE,NA,1.82,5.11,2.6,2.4,2.5,2.7,20141009,798950.3429,9727989.803
TAC_A01,15,45,CUPUAÇU,Theobroma grandiflorum,Malvaceae,13.8,O,FALSE,NA,1.26,2.9,2.1,1.5,1,1.9,20141009,798953.0552,9727987.112
TAC_A01,15,46,CUPUAÇU,Theobroma grandiflorum,Malvaceae,26.4,O,FALSE,NA,1.37,3.11,2.5,3.2,3.4,1.7,20141009,798955.9066,9727984.283
TAC_A01,16,1,MOGNO,Swietenia macrophylla ,Meliaceae,10.3,O,FALSE,NA,2.76,3.91,0.9,1.2,1,2.4,20141007,797623.0542,9728920.768
TAC_A01,16,2,CACAU,Theobroma glaucum,Malvaceae,13.5,O,FALSE,NA,1.28,4.25,2.3,2.5,2.8,2.3,20141007,797618.4813,9728922.828
TAC_A01,16,3,CACAU,Theobroma glaucum,Malvaceae,8.4,O,FALSE,NA,1.66,4.25,2,2.3,1.6,2,20141007,797613.9998,9728924.848
TAC_A01,16,4,MOGNO,Swietenia macrophylla ,Meliaceae,20.1,O,FALSE,NA,4.15,9.86,2.3,2.1,2.3,3.4,20141007,797609.5184,9728926.867
TAC_A01,16,5,CACAU,Theobroma glaucum,Malvaceae,11.2,O,FALSE,NA,1.56,3.64,1.8,2.2,2,2.2,20141007,797604.8027,9728929.095
TAC_A01,16,6,CACAU,Theobroma glaucum,Malvaceae,13,O,FALSE,NA,0.98,3.42,2.2,1.7,2.2,1.8,20141007,797600.5038,9728931.032
TAC_A01,16,7,MOGNO,Swietenia macrophylla ,Meliaceae,23.2,O,FALSE,NA,2.96,11.06,1.8,3.4,1.7,4.6,20141007,797595.9305,9728933.093
TAC_A01,16,8,CACAU,Theobroma glaucum,Malvaceae,13.2,O,FALSE,NA,0.79,3.68,2.2,2.4,1.9,2.4,20141007,797597.3088,9728936.066
TAC_A01,16,9,CACAU,Theobroma glaucum,Malvaceae,7.1,O,FALSE,NA,0.73,2.4,1.6,0.8,0.7,1.7,20141007,797601.9744,9728934.162
TAC_A01,16,10,CACAU,Theobroma glaucum,Malvaceae,6.6,O,FALSE,NA,1.44,2.16,0,1.3,1.1,1.3,20141007,797606.4695,9728932.129
TAC_A01,16,11,CACAU,Theobroma glaucum,Malvaceae,10.9,O,FALSE,NA,0.33,2.64,1.4,2.3,1.5,2.2,20141007,797610.873,9728930.137
TAC_A01,16,12,CACAU,Theobroma glaucum,Malvaceae,6.3,O,FALSE,NA,3,3.18,1.1,1.2,0.9,1.1,20141007,797610.8325,9728930.053
TAC_A01,16,13,CACAU,Theobroma glaucum,Malvaceae,12.8,O,FALSE,NA,1.4,4.36,1.7,2.6,2.6,2.7,20141007,797615.4598,9728928.062
TAC_A01,16,14,CACAU,Theobroma glaucum,Malvaceae,11.6,O,FALSE,NA,1.53,4.22,1.5,3.1,2,2.8,20141007,797620.0467,9728925.988
TAC_A01,16,15,CACAU,Theobroma glaucum,Malvaceae,8.5,O,FALSE,NA,1,1.82,0.4,1.7,2.2,1.9,20141007,797624.6336,9728923.913
TAC_A01,16,16,CACAU,Theobroma glaucum,Malvaceae,10.7,O,FALSE,NA,1.41,3.53,2.2,2.2,1.5,1.7,20141007,797621.777,9728929.48
TAC_A01,16,17,CACAU,Theobroma glaucum,Malvaceae,5.9,O,FALSE,NA,0.9,2.14,1.1,0.8,0.8,1.2,20141007,797616.9906,9728931.653
TAC_A01,16,18,CACAU,Theobroma glaucum,Malvaceae,12.2,O,FALSE,NA,1.26,3.13,2.4,2.1,2,2.3,20141007,797612.5723,9728933.66
TAC_A01,16,19,CACAU,Theobroma glaucum,Malvaceae,9.9,O,FALSE,NA,1.99,4.07,2.1,1.6,2.3,2.1,20141007,797608.01,9728935.834
TAC_A01,16,20,CACAU,Theobroma glaucum,Malvaceae,13.9,O,FALSE,NA,1.52,4.08,2.7,2.6,1.7,2.8,20141007,797603.3676,9728937.84
TAC_A01,16,21,CACAU,Theobroma glaucum,Malvaceae,8,O,FALSE,NA,1.4,3.72,2,1.8,1.1,1.5,20141007,797598.7653,9728939.93
TAC_A01,16,22,CACAU,Theobroma glaucum,Malvaceae,6,O,FALSE,NA,1.85,4.6,0.5,0.2,0.6,1.2,20141007,797600.2214,9728943.073
TAC_A01,16,23,IPE,Tabebuia chrysotricha,NA,9.5,O,FALSE,NA,1.27,2.97,1.3,1.2,1.3,1.8,20141007,797604.8374,9728940.97
TAC_A01,16,24,CACAU,Theobroma glaucum,Malvaceae,9.1,O,FALSE,NA,1.16,3.5,1.4,2.6,1.5,2.3,20141007,797609.044,9728938.95
TAC_A01,16,25,CACAU,Theobroma glaucum,Malvaceae,6.5,O,FALSE,NA,2.2,3.18,0.7,1.2,0.7,0.9,20141007,797613.7924,9728936.889
TAC_A01,16,26,CACAU,Theobroma glaucum,Malvaceae,9.6,O,FALSE,NA,0.64,2.8,1.3,2.1,2.4,1.6,20141007,797618.4083,9728934.786
TAC_A01,16,27,CACAU,Theobroma glaucum,Malvaceae,5,O,FALSE,NA,0.87,2.09,0.8,0.5,0.9,0.7,20141007,797623.3013,9728932.556
TAC_A01,16,28,CACAU,Theobroma glaucum,Malvaceae,6.1,O,FALSE,NA,1.12,2.21,0.1,0.2,0,0.4,20141007,797627.9172,9728930.452
TAC_A01,16,29,IPE,Tabebuia chrysotricha,NA,9.7,O,FALSE,NA,0.6,2.01,1.5,2.2,1.8,1.5,20141007,797629.6214,9728933.846
TAC_A01,16,30,CACAU,Theobroma glaucum,Malvaceae,6.2,O,FALSE,NA,0.81,1.86,0.3,1.7,0.9,1.2,20141007,797625.2682,9728935.837
TAC_A01,16,31,CACAU,Theobroma glaucum,Malvaceae,15.5,O,FALSE,NA,1.72,4.2,2.2,2.4,1.9,3.1,20141007,797620.3593,9728938.083
TAC_A01,16,32,CACAU,Theobroma glaucum,Malvaceae,6.4,O,FALSE,NA,0.94,2.31,0.7,0.8,0.3,0.9,20141007,797611.2824,9728942.235
TAC_A01,16,33,CACAU,Theobroma glaucum,Malvaceae,10.5,O,FALSE,NA,1.63,4.16,1.8,1.8,1.4,1.7,20141007,797606.6514,9728944.354
TAC_A01,16,34,CACAU,Theobroma glaucum,Malvaceae,8.9,O,FALSE,NA,0.81,1.5,1.1,1.4,1.9,2.1,20141007,797601.8351,9728946.557
TAC_A01,16,35,CACAU,Theobroma glaucum,Malvaceae,7.2,O,FALSE,NA,1.47,3.26,0.8,1.5,1.3,1.3,20141007,797603.477,9728949.616
TAC_A01,16,36,CACAU,Theobroma glaucum,Malvaceae,11.4,O,FALSE,NA,1.68,4.04,1.9,2.6,2.7,2.4,20141007,797607.9359,9728947.569
TAC_A01,16,37,CACAU,Theobroma glaucum,Malvaceae,9.5,O,FALSE,NA,1.53,2.91,1.9,1.6,1.4,2.2,20141007,797612.5806,9728945.437
TAC_A01,16,38,CACAU,Theobroma glaucum,Malvaceae,10.6,O,FALSE,NA,1.73,3.52,2.3,1.6,1.9,2,20141007,797616.9466,9728943.433
TAC_A01,16,39,CACAU,Theobroma glaucum,Malvaceae,10.1,O,FALSE,NA,1.3,3.12,2.1,2.2,1.5,1.1,20141007,797626.4217,9728939.083
TAC_A01,16,40,CACAU,Theobroma glaucum,Malvaceae,9.5,O,FALSE,NA,0.69,2.61,1.8,1.9,1.4,1.8,20141007,797631.1593,9728936.909
TAC_A01,16,41,CACAU,Theobroma glaucum,Malvaceae,8.3,O,FALSE,NA,0.64,2.71,0.7,1.9,1.8,1.7,20141007,797628.2664,9728942.114
TAC_A01,16,42,CACAU,Theobroma glaucum,Malvaceae,10.3,O,FALSE,NA,1.73,2.68,1.9,1.6,0.9,2.1,20141007,797623.4622,9728944.429
TAC_A01,16,43,CACAU,Theobroma glaucum,Malvaceae,5,O,FALSE,NA,2.36,3.45,1.5,1.4,1.6,1.3,20141007,797619.0423,9728946.363
TAC_A01,16,44,CACAU,Theobroma glaucum,Malvaceae,6.3,O,FALSE,NA,0.89,2.67,1.1,1.1,1.1,0.8,20141007,797614.3836,9728948.509
TAC_A01,16,45,CACAU,Theobroma glaucum,Malvaceae,10.5,O,FALSE,NA,1.66,2.73,2.4,1.8,2.2,2.1,20141007,797609.6318,9728950.698
TAC_A01,16,46,CACAU,Theobroma glaucum,Malvaceae,23.6,O,FALSE,NA,3.63,11.85,2.5,2.7,1.7,3.6,20141007,797605.2526,9728952.715
TAC_A01,16,47,MOGNO,Swietenia macrophylla ,Meliaceae,8.9,O,FALSE,NA,1.58,3.06,1.4,2.2,1.7,1.2,20141007,797606.361,9728956.329
TAC_A01,16,48,CACAU,Theobroma glaucum,Malvaceae,10.5,O,FALSE,NA,1.43,3.02,2.7,1.9,1.6,1.7,20141007,797611.0344,9728954.168
TAC_A01,16,49,CACAU,Theobroma glaucum,Malvaceae,6.1,O,FALSE,NA,0.95,0.83,1.1,0.5,0.9,0.7,20141007,797615.8947,9728951.921
TAC_A01,16,50,MOGNO,Swietenia macrophylla ,Meliaceae,10.4,O,FALSE,NA,1.11,3.51,2.1,1.8,1.4,2.2,20141007,797620.4746,9728949.804
TAC_A01,16,51,CACAU,Theobroma glaucum,Malvaceae,6.8,O,FALSE,NA,1.11,2.09,0.7,0.4,0.7,0.4,20141007,797625.0546,9728947.686
TAC_A01,16,52,CACAU,Theobroma glaucum,Malvaceae,10.2,O,FALSE,NA,1.26,2.97,1.9,2,0.6,2.1,20141007,797634.4013,9728943.365
